Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
01/02/2012	Feb-12	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1952	125944	98.57	319.97	64.52	125624.03	117287.72	8336.31	-194	-10242	0.52	-26.03	1.06	-10215.97	-9538.09	-677.88
01/02/2012	Feb-12	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	607	52906	59.99	134.41	87.16	52771.59	49269.49	3502.1	-28	-2022	-4.63	-5.14	0.66	-2016.86	-1883.04	-133.82
01/02/2012	Feb-12	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	2291	171545	92.92	435.83	74.88	171109.17	159755.39	11353.78	-252	-10203	-0.38	-25.92	3.41	-10177.08	-9501.77	-675.31
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1503	173512	99.69	440.83	115.44	173071.17	161586.46	11484.71	353	43603	1.02	110.78	2.48	43492.22	40605.87	2886.35
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	478	56516	47.98	143.59	118.23	56372.41	52631.57	3740.84	-138	-15133	-7.95	-38.44	1.92	-15094.56	-14093.12	-1001.44
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1907	221827	81.47	563.57	116.32	221263.43	206581.42	14682.01	-554	-57110	-10.76	-145.1	2.98	-56964.9	-53184.75	-3780.15
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	6372	632075	99.27	1605.85	99.2	630469.15	588633.44	41835.71	-4128	-360698	-0.2	-916.39	4.65	-359781.61	-335908.25	-23873.36
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	4889	473168	96.48	1202.14	96.78	471965.86	440648.39	31317.47	-843	-50900	-0.14	-129.31	5.35	-50770.69	-47401.55	-3369.14
01/02/2012	Feb-12	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	769	78460	50.09	199.33	102.03	78260.67	73067.21	5193.46	-212	-20238	-6.85	-51.42	1.42	-20186.58	-18847.64	-1338.94
01/02/2012	Feb-12	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	944	58958	92.79	149.79	62.46	58808.21	54906.29	3901.92	-166	-10089	-1.47	-25.63	0.26	-10063.37	-9395.04	-668.33
01/02/2012	Feb-12	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	1208	96201	96.64	244.41	79.64	95956.59	89589.28	6367.31	100	8511	-0.16	21.62	0.5	8489.38	7926.06	563.32
01/02/2012	Feb-12	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	4352	301615	98.83	766.28	69.3	300848.72	280885.17	19963.55	-1772	-107161	-0.25	-272.26	2.55	-106888.74	-99796.76	-7091.98
01/02/2012	Feb-12	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	4454	294689	94.36	748.69	66.16	293940.31	274435.93	19504.38	-312	-5411	-0.38	-13.75	3.19	-5397.25	-5038.92	-358.33
01/02/2012	Feb-12	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	779	60680	75.1	154.16	77.89	60525.84	56509.94	4015.9	111	6318	-3.51	16.05	-3.49	6301.95	5884.33	417.62
01/02/2012	Feb-12	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	1120	63668	21.74	161.75	56.85	63506.25	59292.59	4213.66	18	414	-0.84	1.05	-0.55	412.95	386.11	26.84
01/02/2012	Feb-12	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	1202	49797	3.88	126.52	41.43	49670.48	46374.54	3295.94	133	5531	0.2	14.06	0.02	5516.94	5151.24	365.7
01/02/2012	Feb-12	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	5477	370983	24.74	942.52	67.73	370040.48	345486.01	24554.47	1419	79543	0.54	202.08	-4.09	79340.92	74075.78	5265.14
01/02/2012	Feb-12	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	328	31780	9.83	80.74	96.89	31699.26	29596	2103.26	-13	-1372	0.72	-3.49	-0.33	-1368.51	-1277.89	-90.62
01/02/2012	Feb-12	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	1928	181424	32.38	460.93	94.1	180963.07	168955.43	12007.64	78	11016	1.95	27.99	1.99	10988.01	10258.89	729.12
01/02/2012	Feb-12	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	11378	814598	40.59	2069.57	71.59	812528.43	758611.97	53916.46	-3744	-189951	-5.99	-482.59	5.16	-189468.41	-176896.01	-12572.4
01/02/2012	Feb-12	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	12067	764862	38.62	1943.21	63.38	762918.79	712294.42	50624.37	-1698	-74007	2.9	-188.03	2.44	-73818.97	-68920.63	-4898.34
01/02/2012	Feb-12	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	407	70373	13.62	178.79	172.91	70194.21	65536.21	4658	69	12279	1.31	31.2	1.03	12247.8	11434.53	813.27
01/02/2012	Feb-12	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	802	128052	23.9	325.33	159.67	127726.67	119251.21	8475.46	6	4567	2.54	11.6	4.54	4555.4	4253.3	302.1
01/02/2012	Feb-12	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	405	32087	12.83	81.52	79.23	32005.48	29882.09	2123.39	71	5857	-0.04	14.88	0.7	5842.12	5454.64	387.48
01/02/2012	Feb-12	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	718	40725	7.52	103.46	56.72	40621.54	37926.05	2695.49	264	15196	1.16	38.6	0.49	15157.4	14151.24	1006.16
01/02/2012	Feb-12	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	364	36394	12.26	92.46	99.98	36301.54	33892.34	2409.2	43	4598	0.33	11.68	0.93	4586.32	4281.81	304.51
01/02/2012	Feb-12	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	948	88121	26.1	223.88	92.95	87897.12	82064.98	5832.14	149	15049	2.61	38.23	1.5	15010.77	14014.9	995.87
01/02/2012	Feb-12	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	622	39874	12.07	101.3	64.11	39772.7	37133.16	2639.54	119	7712	0.95	19.59	0.17	7692.41	7181.23	511.18
01/02/2012	Feb-12	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2113	124285	23.74	315.76	58.82	123969.24	115743.3	8225.94	-141	-4294	2.04	-10.91	1.78	-4283.09	-3998.51	-284.58
01/02/2012	Feb-12	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	344	56143	12.87	142.64	163.21	56000.36	52284.58	3715.78	36	5481	2.29	13.93	-1.28	5467.07	5104.3	362.77
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	304	31810	7.59	80.81	104.64	31729.19	29623.39	2105.8	47	5309	0.08	13.48	1.52	5295.52	4943.94	351.58
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	51754	3157097	65.62	8020.93	61	3149076.07	2940115.8	208960.27	-231	-16089	1.76	-40.88	-0.04	-16048.12	-14983.23	-1064.89
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	175	15739	5.74	39.99	89.94	15699.01	14657.47	1041.54	-13	-1052	-0.29	-2.67	0.63	-1049.33	-979.51	-69.82
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	1611	153268	21.38	389.39	95.14	152878.61	142733.8	10144.81	98	8987	1.15	22.83	-0.22	8964.17	8368.6	595.57
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	10440	793966	42.35	2017.15	76.05	791948.85	739397.78	52551.07	3399	246101	3.1	625.24	-1.76	245475.76	229186.18	16289.58
01/02/2012	Feb-12	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	12053	778720	37.11	1978.42	64.61	776741.58	725199.61	51541.97	210	26562	1.2	67.49	1.1	26494.51	24735.88	1758.63
01/02/2012	Feb-12	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1066	74641	24.27	189.63	70.02	74451.37	69510.69	4940.68	-86	-6816	3.03	-17.32	-0.69	-6798.68	-6347.55	-451.13
01/02/2012	Feb-12	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	9500	696141	53.98	1768.62	73.28	694372.38	648296.48	46075.9	230	21913	4.46	55.67	0.55	21857.33	20407.14	1450.19
01/02/2012	Feb-12	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	356	30385	6.91	77.2	85.35	30307.8	28296.88	2010.92	-57	-680	0.88	-1.72	10.13	-678.28	-633.08	-45.2
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	6641	691067	58.54	1755.73	104.06	689311.27	643571.03	45740.24	1332	142963	3.52	363.21	0.82	142599.79	133137.6	9462.19
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	286	35711	6.73	90.73	124.86	35620.27	33256.46	2363.81	74	8310	1.87	21.12	-4.39	8288.88	7738.87	550.01
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1055	135459	17.45	344.15	128.4	135114.85	126149.15	8965.7	-119	-11387	-0.89	-28.93	3.32	-11358.07	-10604.76	-753.31
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	5560	593438	38.13	1507.69	106.73	591930.31	552651.89	39278.42	-2200	-169438	0.83	-430.48	8.42	-169007.52	-157793.02	-11214.5
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	2836	288907	26.3	734	101.87	288173	269051.13	19121.87	131	23439	1.71	59.55	3.73	23379.45	21828.64	1550.81
01/02/2012	Feb-12	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	157	20148	2.74	51.19	128.33	20096.81	18763.27	1333.54	15	1922	-0.06	4.89	-0.02	1917.11	1790.28	126.83
01/02/2012	Feb-12	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1545	98548	23.44	250.37	63.79	98297.63	91774.6	6523.03	310	20618	2.19	52.38	0.69	20565.62	19200.21	1365.41
01/02/2012	Feb-12	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	623	55564	14.04	141.17	89.19	55422.83	51745.37	3677.46	-4683	-278379	-2.38	-707.25	26.25	-277671.75	-259246.52	-18425.23
01/02/2012	Feb-12	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	6217	443043	38.58	1125.59	71.26	441917.41	412593.46	29323.95	-810	-51321	2.86	-130.39	0.91	-51190.61	-47793.8	-3396.81
01/02/2012	Feb-12	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	1523	110704	19.4	281.26	72.69	110422.74	103095.14	7327.6	721	50918	3.68	129.36	-1.86	50788.64	47417.76	3370.88
01/02/2012	Feb-12	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	381	31331	10.7	79.6	82.23	31251.4	29177.49	2073.91	-137	-11733	-2.74	-29.81	-0.91	-11703.19	-10926.61	-776.58
01/03/2012	Mar-12	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2632	142676	98.43	362.48	54.21	142313.52	132870.51	9443.01	408	18272	0.64	46.42	-1.73	18225.58	17016.57	1209.01
01/03/2012	Mar-12	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	971	42566	14.21	108.14	43.84	42457.86	39640.33	2817.53	-411	-16629	-0.62	-42.25	1.01	-16586.75	-15486.12	-1100.63
01/03/2012	Mar-12	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	409	34419	42.2	87.44	84.15	34331.56	32053.45	2278.11	-22	-3356	-21.64	-8.53	-3.5	-3347.47	-3125.16	-222.31
01/03/2012	Mar-12	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	456	39170	70.65	99.52	85.9	39070.48	36477.73	2592.75	121	9064	2.8	23.03	-3.97	9040.97	8440.67	600.3
01/03/2012	Mar-12	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	3041	265455	99.12	674.42	87.29	264780.58	247210.76	17569.82	514	40741	1.46	103.51	-1.64	40637.49	37940.58	2696.91
01/03/2012	Mar-12	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	5430	384917	99.94	977.92	70.89	383939.08	358462.18	25476.9	-2064	-151744	0.37	-385.52	-0.72	-151358.48	-141315.08	-10043.4
01/03/2012	Mar-12	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	13929	871382	99.95	2213.84	62.56	869168.16	811493.3	57674.86	4239	241318	0.07	613.1	-2.46	240704.9	224732.83	15972.07
01/03/2012	Mar-12	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	715	113033	90.59	287.17	158.09	112745.83	105264.82	7481.01	221	31833	0.74	80.87	-6.28	31752.13	29645.18	2106.95
01/03/2012	Mar-12	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	900	132425	97.65	336.44	147.14	132088.56	123324.04	8764.52	162	23083	5.38	58.65	-1.02	23024.35	21496.73	1527.62
01/03/2012	Mar-12	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	874	61645	94.86	156.61	70.53	61488.39	57407.88	4080.51	0	-1015	0.1	-2.58	-1.16	-1012.42	-945.43	-66.99
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	832	44476	43.96	113	53.46	44363	41419.43	2943.57	-152	-7778	-17.07	-19.76	0.36	-7758.24	-7243.25	-514.99
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	532	51726	94.87	131.42	97.23	51594.58	48170.96	3423.62	-70	-5375	4.64	-13.65	2.38	-5361.35	-5005.96	-355.39
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1024	89608	96.72	227.66	87.51	89380.34	83449.59	5930.75	37	2424	-1.05	6.16	-0.82	2417.84	2257.96	159.88
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	874	53005	74.02	134.66	60.65	52870.34	49362.25	3508.09	-72	-3858	2.39	-9.81	0.54	-3848.19	-3592.84	-255.35
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	4307	235536	97.77	598.4	54.69	234937.6	219348.04	15589.56	438	22417	-0.36	56.95	-0.39	22360.05	20875.95	1484.1
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	331	53035	79.42	134.74	160.23	52900.26	49389.62	3510.64	44	8160	9.72	20.73	3.87	8139.27	7599.17	540.1
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	208	21114	18.68	53.64	101.51	21060.36	19662.88	1397.48	0	37	0.29	0.09	0.18	36.91	34.65	2.26
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	825	73586	98.53	186.95	89.2	73399.05	68528.38	4870.67	-14	-1327	4.96	-3.38	-0.09	-1323.62	-1235.98	-87.64
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	532	46369	64.13	117.8	87.16	46251.2	43181.77	3069.43	56	4849	-0.51	12.31	-0.07	4836.69	4515.36	321.33
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2224	203990	99.65	518.26	91.72	203471.74	189969.95	13501.79	-328	-28297	1.39	-71.89	0.7	-28225.11	-26352.39	-1872.72
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	4582	342473	98.19	870.09	74.74	341602.91	318935.81	22667.1	-2047	-151232	0.17	-384.22	0.26	-150847.78	-140837.92	-10009.86
01/03/2012	Mar-12	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	29137	1756826	99.7	4463.4	60.3	1752362.6	1636082.97	116279.63	7352	400830	-0.25	1018.35	-1.94	399811.65	373281.76	26529.89
01/03/2012	Mar-12	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2465	150517	98.89	382.4	61.06	150134.6	140171.87	9962.73	513	24573	0.32	62.43	-3.46	24510.57	22884.15	1626.42
01/03/2012	Mar-12	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	1131	91363	62.58	232.12	80.78	91130.88	85083.97	6046.91	524	38457	2.59	97.71	-6.38	38359.29	35814.48	2544.81
01/03/2012	Mar-12	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	2626	186419	90.63	473.62	70.99	185945.38	173606.57	12338.81	335	14874	-2.29	37.79	-3.89	14836.21	13851.18	985.03
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1401	160407	98.06	407.53	114.49	159999.47	149382.52	10616.95	-102	-13105	-1.63	-33.3	-0.95	-13071.7	-12203.94	-867.76
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	447	52975	43.92	134.59	118.51	52840.41	49333.75	3506.66	-31	-3541	-4.06	-9	0.28	-3532	-3297.82	-234.18
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1922	224321	80.36	569.91	116.71	223751.09	208903.63	14847.46	15	2494	-1.11	6.34	0.39	2487.66	2322.21	165.45
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	4710	476918	99.94	1211.66	101.26	475706.34	444140.09	31566.25	-1662	-155157	0.67	-394.19	2.06	-154762.81	-144493.35	-10269.46
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	7606	692161	96.65	1758.5	91	690402.5	644589.65	45812.85	2717	218993	0.17	556.36	-5.78	218436.64	203941.26	14495.38
01/03/2012	Mar-12	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	738	74387	44.38	188.99	100.8	74198.01	69274.33	4923.68	-31	-4073	-5.71	-10.34	-1.23	-4062.66	-3792.88	-269.78
01/03/2012	Mar-12	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	725	44535	91.49	113.15	61.43	44421.85	41474.19	2947.66	-219	-14423	-1.3	-36.64	-1.03	-14386.36	-13432.1	-954.26
01/03/2012	Mar-12	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	1100	85241	94.76	216.56	77.49	85024.44	79382.92	5641.52	-108	-10960	-1.88	-27.85	-2.15	-10932.15	-10206.36	-725.79
01/03/2012	Mar-12	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	3625	246346	99.67	625.87	67.96	245720.13	229415.28	16304.85	-727	-55269	0.84	-140.41	-1.34	-55128.59	-51469.89	-3658.7
01/03/2012	Mar-12	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	22009	1251611	98.36	3179.84	56.87	1248431.16	1165589.89	82841.27	17555	956922	4	2431.15	-9.29	954490.85	891153.96	63336.89
01/03/2012	Mar-12	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	528	42838	70.41	108.83	81.13	42729.17	39893.45	2835.72	-251	-17842	-4.69	-45.33	3.24	-17796.67	-16616.49	-1180.18
01/03/2012	Mar-12	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	851	50540	21.45	128.41	59.39	50411.59	47066.84	3344.75	-269	-13128	-0.29	-33.34	2.54	-13094.66	-12225.75	-868.91
01/03/2012	Mar-12	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	891	38150	4.05	96.92	42.82	38053.08	35527.83	2525.25	-311	-11647	0.17	-29.6	1.39	-11617.4	-10846.71	-770.69
01/03/2012	Mar-12	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	37114	2262898	47.63	5749.13	60.97	2257148.87	2107373.23	149775.64	31637	1891915	22.89	4806.61	-6.76	1887108.39	1761887.22	125221.17
01/03/2012	Mar-12	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	479	45130	13.63	114.65	94.22	45015.35	42027.92	2987.43	151	13350	3.8	33.91	-2.67	13316.09	12431.92	884.17
01/03/2012	Mar-12	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	3122	283393	35.76	719.99	90.77	282673.01	263916.1	18756.91	1194	101969	3.38	259.06	-3.33	101709.94	94960.67	6749.27
01/03/2012	Mar-12	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	8398	612181	42.56	1555.31	72.9	610625.69	570106.52	40519.17	-2980	-202417	1.97	-514.26	1.31	-201902.74	-188505.45	-13397.29
01/03/2012	Mar-12	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	11791	748190	40.03	1900.85	63.45	746289.15	696768.08	49521.07	-276	-16672	1.41	-42.36	0.07	-16629.64	-15526.34	-1103.3
01/03/2012	Mar-12	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	490	83741	16.11	212.75	170.9	83528.25	77985.44	5542.81	83	13368	2.49	33.96	-2.01	13334.04	12449.23	884.81
01/03/2012	Mar-12	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	1039	158799	28.26	403.45	152.84	158395.55	147885.02	10510.53	237	30747	4.36	78.12	-6.83	30668.88	28633.81	2035.07
01/03/2012	Mar-12	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	431	32393	14.85	82.3	75.16	32310.7	30167.06	2143.64	26	306	2.02	0.78	-4.07	305.22	284.97	20.25
01/03/2012	Mar-12	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	503	28957	7.52	73.57	57.57	28883.43	26966.47	1916.96	-215	-11768	0	-29.89	0.85	-11738.11	-10959.58	-778.53
01/03/2012	Mar-12	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	319	32588	13.96	82.79	102.16	32505.21	30348.66	2156.55	-45	-3806	1.7	-9.67	2.18	-3796.33	-3543.68	-252.65
01/03/2012	Mar-12	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1159	105179	30.92	267.22	90.75	104911.78	97950.61	6961.17	211	17058	4.82	43.34	-2.2	17014.66	15885.63	1129.03
01/03/2012	Mar-12	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	610	40189	12.05	102.1	65.88	40086.9	37427.07	2659.83	-12	315	-0.02	0.8	1.77	314.2	293.91	20.29
01/03/2012	Mar-12	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	1945	115352	24.79	293.06	59.31	115058.94	107424.44	7634.5	-168	-8933	1.05	-22.7	0.49	-8910.3	-8318.86	-591.44
01/03/2012	Mar-12	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	413	68893	17.01	175.03	166.81	68717.97	64158.29	4559.68	69	12750	4.14	32.39	3.6	12717.61	11873.71	843.9
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	270	28109	7.71	71.41	104.11	28037.59	26177.5	1860.09	-34	-3701	0.12	-9.4	-0.53	-3691.6	-3445.89	-245.71
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	14750	934438	45.62	2374.04	63.35	932063.96	870215.36	61848.6	-37004	-2222659	-20	-5646.89	2.35	-2217012.11	-2069900.44	-147111.67
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	211	19841	7.04	50.41	94.03	19790.59	18477.73	1312.86	36	4102	1.3	10.42	4.09	4091.58	3820.26	271.32
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	1647	160379	22.36	407.46	97.38	159971.54	149356.81	10614.73	36	7111	0.98	18.07	2.24	7092.93	6623.01	469.92
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	9425	714726	44.65	1815.83	75.83	712910.17	665604.19	47305.98	-1015	-79240	2.3	-201.32	-0.22	-79038.68	-73793.59	-5245.09
01/03/2012	Mar-12	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	13460	850718	42.55	2161.34	63.2	848556.66	792250.1	56306.56	1407	71998	5.44	182.92	-1.41	71815.08	67050.49	4764.59
01/03/2012	Mar-12	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1316	88494	26.94	224.83	67.24	88269.17	82411.97	5857.2	250	13853	2.67	35.2	-2.78	13817.8	12901.28	916.52
01/03/2012	Mar-12	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	2324	182095	34.62	462.63	78.35	181632.37	169580.12	12052.25	-7176	-514046	-19.36	-1305.99	5.07	-512740.01	-478716.36	-34023.65
01/03/2012	Mar-12	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	713	51739	10.78	131.45	72.57	51607.55	48183.26	3424.29	357	21354	3.87	54.25	-12.78	21299.75	19886.38	1413.37
01/03/2012	Mar-12	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	2710	296617	39.91	753.59	109.45	295863.41	276230.68	19632.73	-3931	-394450	-18.63	-1002.14	5.39	-393447.86	-367340.35	-26107.51
